Date,Title,News Source,Bias Rating,Full Article Link,Article Text
Dec 18 2016,U.S. Extends Deadline for 2017 HealthCare.gov Policies,Wall Street Journal (News),center,http://www.wsj.com/articles/u-s-extends-deadline-for-2017-healthcare-gov-policies-1481896389,Failed to retrieve text: Article `download()` failed with 403 Client Error: Forbidden for url: https://www.wsj.com/articles/u-s-extends-deadline-for-2017-healthcare-gov-policies-1481896389 on URL http://www.wsj.com/articles/u-s-extends-deadline-for-2017-healthcare-gov-policies-1481896389
Jul 19 2017,Senate Republicans reluctantly consider bipartisan healthcare talks,Reuters,center,https://www.reuters.com/article/us-usa-healthcare-idUSKBN1A40UX,Failed to retrieve text: Article `download()` failed with 401 Client Error: HTTP Forbidden for url: https://www.reuters.com/article/us-usa-healthcare-idUSKBN1A40UX on URL https://www.reuters.com/article/us-usa-healthcare-idUSKBN1A40UX
Jul 14 2017,Centrist Republicans push back on GOP healthcare bill,The Hill,center,http://thehill.com/homenews/senate/341987-centrist-republicans-push-back-on-gop-healthcare-bill,Failed to retrieve text: Article `download()` failed with 429 Client Error: Unknown Error for url: http://thehill.com/homenews/senate/341987-centrist-republicans-push-back-on-gop-healthcare-bill on URL http://thehill.com/homenews/senate/341987-centrist-republicans-push-back-on-gop-healthcare-bill
Jun 21 2017,"After weeks of secrecy, Senate to unveil healthcare bill",Reuters,center,https://www.reuters.com/article/us-usa-healthcare-idUSKBN19B2OP,Failed to retrieve text: Article `download()` failed with 401 Client Error: HTTP Forbidden for url: https://www.reuters.com/article/us-usa-healthcare-idUSKBN19B2OP on URL https://www.reuters.com/article/us-usa-healthcare-idUSKBN19B2OP
Aug 01 2020,How Healthcare Costs Hurt American Workers and Benefit the Wealthy,Time Magazine,left,,Text not found
Aug 10 2017,Trump Continues Hammering McConnell Over Healthcare Failure,Townhall,right,https://townhall.com/tipsheet/leahbarkoukis/2017/08/10/trump-continues-hammering-mcconnell-over-healthcare-failure-n2366949,"President Trump on Thursday continued his criticism of Senate Majority Leader Mitch McConnell for failing to repeal and replace Obamacare—even after seven years of promising to do so.

Advertisement

“Can you believe that Mitch McConnell, who has screamed Repeal & Replace for 7 years, couldn't get it done. Must Repeal & Replace ObamaCare!” he said.

Can you believe that Mitch McConnell, who has screamed Repeal & Replace for 7 years, couldn't get it done. Must Repeal & Replace ObamaCare! — Donald J. Trump (@realDonaldTrump) August 10, 2017

The comments come after McConnell expressed his frustrations with the president for having “excessive expectations” for his agenda.

Speaking to the Florence Rotary Club in Kentucky earlier this week, McConnell said many of Trump's ""artificial deadlines"" are ""unrelated to reality,"" and suggested that was because he was unfamiliar with how Washington worked.

“Now our new president has of course not been in this line of work before. And I think had excessive expectations about how quickly things happen in the democratic process,” McConnell said.

“And so, part of the reason I think people feel like we’re underperforming is because too many artificial deadlines unrelated to the reality and the complexity of legislature may not have been fully understood.”

Trump responded directly to McConnell’s comments on Wednesday, tweeting, “Senator Mitch McConnell said I had ""excessive expectations,"" but I don't think so. After 7 years of hearing Repeal & Replace, why not done?”

Senator Mitch McConnell said I had ""excessive expectations,"" but I don't think so. After 7 years of hearing Repeal & Replace, why not done? — Donald J. Trump (@realDonaldTrump) August 9, 2017

The Senate failed last month to pass a ‘skinny’ repeal of Obamacare."
Aug 01 2017,Senate Republicans brush off Trump's healthcare demands,The Hill,center,http://thehill.com/homenews/senate/344697-senate-republicans-brush-off-trumps-healthcare-demands,Failed to retrieve text: Article `download()` failed with 429 Client Error: Unknown Error for url: http://thehill.com/homenews/senate/344697-senate-republicans-brush-off-trumps-healthcare-demands on URL http://thehill.com/homenews/senate/344697-senate-republicans-brush-off-trumps-healthcare-demands
Jul 28 2017,US healthcare: Senate 'skinny repeal' bill fails,BBC News,center,http://www.bbc.com/news/world-us-canada-40750071,
Jul 27 2017,Republican healthcare debate: what is a 'skinny repeal' of Obamacare?,The Guardian,left,https://www.theguardian.com/us-news/2017/jul/27/us-healthcare-bill-obamacare-skinny-repeal,"It might sound like another trendy low-calorie caffeine drink promising all of the boost with none of the regrets.

But the skinny repeal is the fad sweeping the Senate Republican caucus as senators desperately try to find a way to advance their efforts to repeal and replace the Affordable Care Act (ACA).

The pared-down plan has yet to be published but it would:

eliminate the individual mandate, which requires all Americans to have health insurance or face a penalty

remove the employer mandate, the requirement that companies with 50 or more full-time employees must provide health insurance or pay a fine

and repeal the so-called cadillac tax, an excise tax on expensive insurance plans offered by employers that is due to go into effect in 2020.

It would not affect Obamacare’s expansion of Medicaid, the government health program for low-income Americans, which some moderate Republicans want to keep.

Without a prepared text, the legislation has also not yet been analyzed by the nonpartisan Congressional Budget Office. This is a requirement if the bill is to pass through the special budget process known as reconciliation, which would mean it would only need a simple majority of 51 votes to get through.

But Democrats asked the budget agency to estimate the effect of the rumored amendment. The preliminary analysis on the yet-to-be-filed provisions found that it would leave 16 million fewer people insured over the next decade compared with current law and would raise premiums by roughly 20%.

The skinny repeal is the latest effort by Senate Republicans try to find some legislation that can achieve a majority. Fifty of the 52 Republicans in the Senate would need to vote for the legislation for it to pass, with vice-president Mike Pence breaking the tie.

As Senator John Thune of South Dakota told reporters: “Clearly, it has proven to be quite challenging to get 50 Republicans on board with one solution, but it’s been trying to move pieces around to try to get everyone comfortable and find a good landing spot. We just haven’t gotten there yet.”

“Come on Republican Senators, you can do it on Healthcare,” Donald Trump tweeted on Thursday morning. “After 7 years, this is your chance to shine! Don’t let the American people down!”

While the skinny repeal could break the impasse among Republicans over how to repeal or replace the ACA, popularly known as Obamacare, it is not without significant consequences.

Doctors, medical organizations and insurer groups have warned that the proposal would discourage healthy people from staying in the health insurance markets and could drive up costs, and could therefore lead to the eventual collapse of the Obamacare system.

“If there is no longer a requirement for everyone to purchase coverage, it is critical that any legislation include strong incentives for people to obtain health insurance and keep it year-round,” the BlueCross BlueShield Association, an insurer group, said in a letter. “A system that allows people to purchase coverage only when they need it drives up costs for everyone.”

But Republican senators have downplayed the criticism, arguing that the “skinny repeal” is just a vehicle to trigger a conference committee with the House, which passed a replacement plan in May. A conference committee is a bicameral committee of representatives and senators that meets to hammer out a bill that has been passed in different forms by each chamber. It produces a conference report, which is almost impossible to amend, for the House and Senate to approve.



“The so-called skinny provision is not a resolution of this problem,” said Senator Lamar Alexander, a Republican from Tennessee. “It only takes us to the next step, where hopefully we can find one.”

Activists opposed to Obamacare repeal have called the measure a “Trojan Horse”, noting that it could be replaced in conference by pieces of the failed Senate replacement plan or the House bill, which would weaken protections on sicker Americans. And while Senate Republicans insist the “skinny repeal” will not become law, there is a possibility, albeit an unlikely one, that the House could decide to forgo a conference and approve the measure, sending it to Trump who is waiting “pen in hand”.

On Wednesday, a bipartisan group of governors weighed in on a skinny repeal to urge against it.



“The Senate should also reject efforts to amend the bill into a ‘skinny repeal’, which is expected to accelerate health plans leaving the individual market, increase premiums, and result in fewer Americans having access to coverage,” said a letter signed by 10 governors, including the Republicans John Kasich of Ohio and Brian Sandoval of Nevada.

But on Capitol Hill, several senators expressed a sense of the urgency to do something – anything – to keep momentum moving toward repealing the 2010 law.

“I think there’s a consensus that we need to produce some outcome. Is it going to be something that would be on my top three list of outcomes? I don’t know,” said Senator Thom Tillis of North Carolina. “It’s just moving the ball along because the problem doesn’t get solved if we fail to produce an outcome.”

Bill Cassidy of Louisiana shared his view, telling reporters he’d support anything that “moves the process forward” while Richard Burr of North Carolina more bluntly said: “Anything that gets conference, I’m happy.”

However, with the skinny repeal legislation still not yet written, senators from both parties expressed concern that they didn’t know what they would ultimately vote on.

The Maryland Democrat Ben Cardin took to the Senate floor to bemoan the fact that his staff couldn’t prepare amendments to protect Medicaid, because they didn’t know what the underlying language would be.

This was echoed by the Republican Mike Lee, of Utah, who proclaimed to reporters: “I don’t know what the skinny bill is. I haven’t seen it. I look forward to seeing and finding out what it is.”

Nearly 20 million people gained healthcare coverage under Obama’s Affordable Care Act. The law requires all Americans to have insurance or face a penalty, and offered states funding incentives to expand Medicaid coverage for people with low incomes.

A vote on the new legislation is expected early Friday morning.

"
Mar 14 2017,"Even If GOP Healthcare Bill Passes, It Is Destined to Fail",The American Spectator,right,https://spectator.org/even-if-gop-healthcare-bill-passes-it-is-destined-to-fail/,"American Spectator writer David Catron recently warned conservatives and libertarians about having unrealistic expectations about repealing Obamacare.

He listed the many good things that are in House Speaker Paul Ryan’s proposed “American Health Care Act” (AHCA) such as the repeal of both the individual and employer mandates and the elimination of Obamacare taxes. He then went on to criticize conservatives and libertarians, writing that they …

… are kvetching because of provisions like the 30% premium surcharge that the bill would allow insurers to charge patients who wait until they are ill to buy coverage. Countless commentators have conflated this with the individual mandate, but such comparisons are ridiculous. The individual mandate requires you to buy health insurance simply because you are alive, an outrageous assault on personal liberty. The GOP plan’s much-discussed premium surcharge is an incentive based on an individual’s choices. The former eliminates personal choice altogether. The latter incentivizes intelligent choices.

Catron concludes that critics are making “the perfect the enemy of the good.”

As much as I admire Catron, I think he’s wrong here.

Consider an analogy where the health care system is a patient and congressional Republicans are a physician. The patient has headaches, back pain and abdominal pains all of which are side effects of having cancer. The physician tells the patient that he will only treat the pain. When the patient complains, the physician replies, “You are making the perfect the enemy of the good.” The patient replies,” “No, you are treating the symptoms, not the disease.”

In the case of AHCA, the problem isn’t that it forces insurers to take people with pre-existing conditions as long as they pay a surcharge. It’s that, like Obamacare, it forces insurers to take people with pre-existing conditions, period. Obamacare took what had been known as the “individual health insurance market” and forced it onto the heavily regulated Potemkin markets called “exchanges.” The exchanges are now collapsing, and when that collapse runs its course, at best, a few insurers may remain on the exchanges. The AHCA, however, threatens to eliminate the individual insurance market entirely.

A stable “insurance pool” must have a sufficient number of young and healthy people to “cross-subsidize” the older and sicker. Under Obamacare, the young and healthy have an incentive to forego insurance on the exchanges because: (1) the regulations on the exchanges cause the price of insurance to be higher for young and healthy people — higher, that is, than what they would pay in a freer market; and (2) insurers must sell anyone a policy during the exchanges’ annual open enrollment period, even if the purchaser has a pre-existing condition. When not enough young people, generally ages 18 to 34, sign up for insurance, the “insurance pool” is heavily comprised of people who are older and sicker. This causes insurance prices to rise so that insurers can cover their costs. As premiums go up, even more young and healthy people drop out, prices increase again, and the process repeats itself. Eventually, many insurers lose money, causing them to leave the market. This results in less competition, which also causes premiums to rise. The term for this process is a “death spiral.” (For a good history on this, see the late Conrad Meier’s “Destroying Insurance Markets.”)

Obamacare tried to combat this with an individual mandate and premium subsidies. The individual mandate required everyone, including the young and healthy, to purchase insurance or pay a fine. Subsidies applied to premiums helped people pay for insurance on the exchanges and were based on income status. The lower a person’s income, the bigger the subsidy he would get. Since younger people tend to have lower incomes, presumably this would encourage enough of them to sign up on the exchanges.

Unfortunately, these were insufficient.

For the insurance pools on the exchanges to be stable, the Obama administration estimated that 38 percent of the sign-ups needed to be in the 18 to 34 age range. However, people in that age range never amounted to more than 28 percent of the people who participated in the exchanges. Recently Mark Bertolini, CEO of insurance giant Aetna, said the exchanges are in a “death spiral” and for good reason. Going into 2017, the average premium for policies on the exchanges increased a hefty 25 percent. Many of the major insurers — UnitedHealth, Aetna, BlueCross BlueShield, Humana — have either left most of the exchanges or are planning to next year. From 2016 to 2017, the number of people eligible for the exchanges who had access to only one insurer jumped from 2 percent to 17 percent.

AHCA takes the death spiral and kicks it into high gear.

First, in the year 2020, it replaces the premium subsidies with refundable tax credits based on age, with $2,000 for those up to age 29 and $2,500 for those ages 30 to 39. (For a full breakdown of the tax credits, see page 2 of this summary.) Right now, that’s probably more than most people ages 18 to 34 on exchanges receive in premium subsidies. But premium subsidies are based, in part, on the cost of premiums. If premiums keep rising by an average of 25 percent annually between now and 2020, it’s possible that the AHCA’s tax credits will be less than the premium subsidies. For now, though, let’s call that a wash.

Much worse, the AHCA replaces the short-term incentive to purchase an insurance policy with a long-term incentive to not buy one. If you don’t purchase insurance under Obamacare, then the Internal Revenue Service deducts a penalty from any tax rebate you might receive. The AHCA replaces that penalty with a 30 percent surcharge that insurers can charge anyone who has allowed their coverage to lapse for more than 63 days.

It appears that younger people didn’t care much about the individual mandate. Thus, if younger people don’t care about a tax penalty that occurs annually, why will they care about a 30 percent surcharge that they likely won’t face for decades? About 80 percent of health care expenses occur after the age of 40, so most 18-to-34-year-olds can put off worrying about that surcharge for quite some time.

Indeed, thanks to Speaker Paul Ryan and other congressional Republicans, it is much easier to determine the optimal time to purchase health coverage. Say that you are in your late 50s and have knee problems that are going to require a joint replacement. Let’s say that a policy on the individual market would normally cost about $10,000 annually. But, since you haven’t had insurance in a while, the insurance company will add the surcharge, costing you $13,000 annually. If the knee replacement costs about $15,000, then you are getting a pretty good deal. If you have a much more expensive illness like kidney failure, heart disease, or cancer, then that surcharge is a bargain! (And, to top it all off, insurers can only impose the surcharge for one year!) How likely is it that young people will be able to do such a calculation? Well, rumor has it they are a lot of smart whipper-snappers in Silicon Valley, and it probably won’t be long before one of them creates the Paul-Ryan-30-Percent-Surcharge App for your smart phone.

Finally, would insurers even offer coverage in the individual market under these conditions?

They are already dropping out of a market where the federal government is trying, albeit feebly, to provide incentives for people to purchase insurance before they get sick. Under the AHCA, people will have big incentives to avoid coverage until they are very sick. It’s hard to see how insurers make any money in that kind of market.

For insurance markets to work, people need to purchase insurance before they develop a serious illness, and the only way to make that work is to allow insurers to deny coverage to those with pre-existing conditions. Certainly, any bill that replaces Obamacare will need to provide assistance to people with pre-existing conditions, especially those who have bought insurance on the exchanges.

That said, before the unveiling of the AHCA it had been difficult to see how the individual insurance market could be made any worse than it is under Obamacare. Speaker Ryan may have just done it.

Editor’s note: David Catron has replied. Click here."
May 20 2015,31M Left Underinsured by High Healthcare Costs: Report,Newsmax (News),right,http://www.newsmax.com/Newsfront/healthcare-insurance-deductibles-costs/2015/05/20/id/645630/,"Roughly one-quarter of people with health insurance are paying deductibles and out-of-pocket expenses that are so high they are considered underinsured, a new study has found.The 2014 national health insurance survey by the Commonwealth Fund estimates that 31 million insured people are not sufficiently protected against high healthcare costs, a figure that has doubled since 2003, The Hill reported.The report said that rising deductibles is the biggest problem for those considered underinsured, even with the advent of Obamacare.""The steady growth in the proliferation and size of deductibles threatens to increase underinsurance in the years ahead,"" the report warns, according to The Hill.The survey also found that people who purchase the lowest quality health coverage are also less likely to see a doctor when sick or injured because they fear high out-of-pocket costs.""People who have high deductibles do tend to skimp on healthcare,"" the study's lead author, Sara Collins, told reporters, according to The Hill.According to the report, half of underinsured adults and 41 percent of privately insured adults with deductibles of at least $1,000 had medical bills totaling $4,000 or more.The report casts doubt on the Obama administration's promise that millions of people would gain access to affordable healthcare under Obamacare. Nevertheless, the report does not take account of the people who were uninsured before 2014.""We're unable to separately assess the effects of the law with these data,"" Collins said, according to The Hill. ""What we're seeing, though, in the data is ever-growing deductibles.""Despite the increase in deductibles, healthcare costs overall have not risen as of late, something which the Obama administration has taken partial credit for, The Hill said.Specifically, the rate of those underinsured has flattened over the last several years, with the biggest increases in the underinsured population occurring between 2003 and 2010.The study found that those most likely to be underinsured are employed by small businesses, The Hill reported."
Mar 21 2015,HealthCare.gov still fixing tax-form blunder,Washington Times,right,http://www.washingtontimes.com/news/2015/mar/20/healthcaregov-still-fixing-tax-form-blunder/,"The administration said Friday it still had to send corrected tax forms to 80,000 of the 820,000 HealthCare.gov customers who received erroneous information from the federal Obamacare exchange earlier this year.

Marketplace CEO Kevin Counihan said the “overwhelming majority” of affected customers — 740,000 — had received amended forms that list the correct benchmark plan by which their Obamacare subsides are calculated. The rest of the forms will be in the mail next week.

The error was an embarrassing misstep for the administration, which had been celebrating a relatively hiccup-free signup season that stretched from mid-November to Feb. 15.

Administrative stumbles in the marketplace were inevitable, Mr. Counihan said Friday, and in this case, a flaw in computer code resulted in the incorrect forms.

“We have a responsibility to identify these issues quickly,” he told reporters. “It doesn’t matter if it impacts 800,000 consumers or one.”

Officials said anyone who does not receive a corrected form should contact the federal exchange, as the tax-filing deadline is less than 30 days away.

Filers who purchased subsidy health coverage on the Obamacare exchanges need the form, known as a 1095-A, to reconcile their tax credits with their actual income in 2014. A filer cannot do that accurately unless the form lists the correct benchmark plan — the second-lowest cost plan on an exchange’s silver tier.

Treasury Department officials have said the estimated 50,000 customers who filed their taxes before they received the correct forms do not have to refile or pay back any subsidy they were not entitled to.

Consumers who would have received money back from the IRS may file again.

This tax season marks the first time American taxpayers have to address their health care status on their returns. The vast majority of people will simply check a box to attest they have coverage through their employers or other means.

Employers are not reporting matching data to the government in this first go-round with Obamacare, so the administration must trust filers to be honest.

However, anyone who lies on the forms would be doing so under the penalty of perjury and could be exposed during an audit, said Mark Mazur, assistant Treasury secretary for tax policy.

Meanwhile, some filers will have to pay a tax penalty for lacking insurance in 2014.

The “individual mandate” tax for 2014 is the greater of $95 or 1 percent of household income above the filing threshold, a levy that rises to $325 or 2 percent of income in 2015.

Customers in the 37 states that use the federal HealthCare.gov portal can sign up for coverage until April 30 and avoid the 2015 fee if they owed a penalty for last year and realized their predicament after the Feb. 15 deadline to sign up on Obamacare’s exchanges.

Many of the exchanges run by 13 states and the District of Columbia have offered similar grace periods to penalty payers.

• Tom Howell Jr. can be reached at thowell@washingtontimes.com."
Feb 04 2015,7.5 million have signed up on HealthCare.gov,Washington Times,right,http://www.washingtontimes.com/news/2015/feb/4/hhs-says-75m-obamacare-signed-up-healthcare/,"Nearly 7.5 million Obamacare customers signed up on HealthCare.gov through Jan. 30, the administration said Wednesday in a weekly enrollment update that provided major metropolitan data for the first time.

The federal website serves residents of 37 states. Florida leads the way in 2015 plan selections, chalking up more than 1.3 million sign-ups compared to about 969,000 in Texas and roughly 480,000 in third-place North Carolina.

The Miami-Fort Lauderdale area ranked first among metro areas, with 637,514 sign-ups from Nov. 15 to Jan. 30.

The Atlanta, Dallas and Houston areas each tallied 250,000-300,000 sign-ups.

The Health and Human Services Department said it reviewed metro areas that have at least 725,000 residents and at least one county in a state that uses the federal exchange.

The Minneapolis-St. Paul- Bloomington region, which spans both Minnesota’s state-run exchange and Wisconsin, which uses the federal website, tallied the fewest sign-ups among metropolitan areas, with 3,675, according to HHS data.

HHS Secretary Sylvia Mathews Burwell previewed the data during budget testimony Wednesday before the Senate Finance Committee. She said that besides HealthCare.gov customers, 2.4 million people have signed up on the portals run by 13 states and Washington, D.C.

However, Mrs. Burwell did not say whether her agency is working on a backup plan in case the Supreme Court strikes down the government subsidies that flow to nearly nine out of every 10 customers on the federal exchange.

The justices are set to rule by June on a lawsuit, King v. Burwell, which claims the Affordable Care Act restricted the subsidies to customers on the state-run exchanges.

Administration officials say Congress intended to treat every state the same and that an adverse ruling would make coverage unaffordable for millions of low- to moderate-income Americans.

• Tom Howell Jr. can be reached at thowell@washingtontimes.com."
Dec 04 2014,HHS Urges Shopping for Healthcare Policies as Prices Rise,Newsmax (News),right,http://www.newsmax.com/Newsfront/Obamacare-healthcare-premiums-shop/2014/12/04/id/611132/,"Remember when Obama promised a savings of $2500 in premiums? Mine just jumped to $8k a year! #liarinchief #obamacare http://t.co/FktTs1aIEH — Brittany Pounders (@LibertyBritt) December 4, 2014

Obamacare 'Glitch' Puts Subsidies Out Of Reach For Many Families --""Glitch""-- or designed that way? http://t.co/ogLBL338bC — Larry Elder (@larryelder) December 4, 2014

The Affordable Care Act just got less affordable for millions of Americans who will see their healthcare insurance premiums increase next year.The Department of Health and Human Services warned of Obamacare rate hikes in many existing policies in a report Thursday, but it also urged consumers to shop around for lower-priced plans on federal healthcare exchanges.Many customers who pay about $100 a month in taxpayer-subsidized premiums could still find that price if they drop their current plan and search for coverage on a healthcare market that is getting more competitive, said Health and Human Services Secretary Sylvia Burwell. ""In today's marketplace, [insurers] are competing for business,"" she said in a statement. ""Returning customers may find an even better deal if they shop and save.""Consumers keeping the most popular plan will face at least a 5 percent rate hike in the 35 states where the federal government runs the health insurance exchanges, the department said.However, the report added that about 70 percent of insurance customers enrolled in an Obamacare program could find lower-cost policies by shopping around on HealthCare.gov.About 90 percent of consumers will have a choice of three or more insurance companies offering multiple plans, the report said.Regardless of the assurances of affordability, Obamacare remains unpopular among a majority of Americans. The program is still facing multiple lawsuits. A Rassmussen poll Monday found that 52 percent of Americans want the next Republican Congress to fix all of the flaws in the law but not repleal it outright. Earlier polls found a high of 53 percent opposing Obamacare.The debate over Obamacare on social media continues unabated."
Jul 31 2014,Probe exposes flaws behind HealthCare.gov rollout,Townhall,right,http://townhall.com/news/politics-elections/2014/07/31/probe-exposes-flaws-behind-healthcaregov-rollout-n1872754,"Fri, Mar 1, 2024 at 10:25 am

Evangelicals want action on immigration

VERBATIM: According to a new survey by LifeWay Research, the surge in illegal border crossings during the Biden administration is worrying Evangelical Christians. 80% want Congress to take action to stop the flow. Lifeway spokesman Scott McConnell says “The urgency continues to grow for Congress to act this year to improve laws around immigration.” The poll also finds that Evangelicals are concerned for the welfare of illegal aliens and want to share the gospel with them. Michael Harrington, SRN News."
Sep 13 2019,"Democratic debate: Biden, Warren and Sanders spar over healthcare",BBC News,center,https://www.bbc.com/news/world-us-canada-49684419,
Nov 11 2013,Worrying signs for Obamacare: Plan B needed for Healthcare.gov,Salon,left,http://www.salon.com/2013/11/11/worrying_signs_for_obamacare_plan_b_needed_for_healthcare_gov/,"From a political communications perspective, the purpose of President Obama's interview with NBC's Chuck Todd last week was to apologize to anybody who had been misled by his promise that everyone would be able to keep their existing insurance policies.

And a nationally televised apology from a president to the public happens so rarely, and is such a strong statement of political vulnerability, that it predictably commanded the lion's share of attention from the rest of the media.

But for my money the newsiest moment wasn't the apology. It was this not-so-stirring assessment of the progress the administration has made in its ongoing effort to fix Healthcare.gov.

""I'm confident that it will be even better by November 30 and that the majority of people are going to be able to get on there,"" Obama said. ""They're going to be able to enroll. They're going to be able to apply. And they're going to get a good deal -- a better deal than they've got right now when it comes to buying health insurance.

""Now that -- you know, having said that, given that I've been burned already with a website,"" here he checked himself, ""well, more importantly, the American people have been burned by a website that has been dysfunctional. What we've also been doing is creating a whole other set of tracks. Making sure that people can apply by phone effectively. Making sure that people can apply in person effectively. So what I'm confident about is that anybody who wants to buy health insurance through the marketplace, they are going to be able to buy it.""

Then on Thursday the administration offered up the following progress report.

""Essentially what is happening is people are going through the entire process,"" a spokeswoman for the Center for Medicare and Medicaid Services told reporters on a conference call. ""As we have fixed certain pieces of functionality, like the account creation process, we're seeing volume go further down the application. We're identifying new issues that we need to be in a position to troubleshoot.""

I'm no tech expert, but when I read that, I imagined plumbers working a clogged pipe with no way to visualize how many constrictions need to be cleared. Each blockage hides another a few inches deeper into the system. Or to put it in terms the administration might use, when they punch an item off the list they have to add another item to it. One step forward, one step back.

The administration's official line remains that it's confident Healthcare.gov will be working for the vast majority of users by the end of the month. But its detailed assessments make that harder and harder to believe. Insurance industry officials don't share the administration's confidence. And Republicans in Congress don't just smell blood -- they're lapping it up like vampiric dogs.

So the administration needs backup plans: One to get the law chugging along somehow without accessible marketplaces in most states, and one to manage the political fallout of a non-functioning federal exchange, which will be horrendous.

Robert Laszewski, an industry consultant who's been writing about Healthcare.gov's failures for the past six weeks, posits some policy options here. These include encouraging people to enroll directly with the insurance companies participating in the exchanges. Even if it means asking working- and middle-class people to pay sticker price premiums for as long as it takes to get the subsidy system up and running, with the understanding that overpayments will be refunded to them by the IRS.

The political problem is almost as intractable, and in many ways could interfere with key policy imperatives.

This week, Republicans will put legislation on the House floor that would essentially require insurance companies to allow people to keep their recently canceled plans for another year -- the Keep Your Health Plan Act -- and exempt the policyholders from the mandate penalty. The bill has little policy merit. It would significantly limit the scale of the exchanges, perhaps enough to deny them the critical mass they'll need to effectively spread risk, and it would be difficult if not impossible to implement from an industry perspective. But it's on the right side of public opinion and it's largely intended to fracture the pro-Obamacare coalition. If it ever clears the Senate, Obama would quite possibly have to veto it.

A working website would limit the political consequences the canceled plans are causing, but it's in many ways a distinct problem. Republicans would be using the cancellations as impetus to undermine the law even if Healthcare.gov were functioning as well as Amazon. The administration is looking for an administrative remedy for cancellation letter recipients, but there's no obvious solution that wouldn't require congressional action, and Republicans would block congressional action -- such as extending subsidies -- that actually addresses the problem without undermining the law. In other words, Obama is facing a political nightmare, and we're not even at the point of contemplating the damage Republicans will inflict if the site isn't working by the end of the month.

Democrats in Congress will then face increasing pressure to agree to a GOP plan to delay the individual mandate penalty for a year -- an approach intended to use Healthcare.gov's collapse to pull the rug out from underneath well-functioning markets in states with their own exchanges.

The administration may have the authority it needs to circumvent Congress here -- extend the open enrollment period and provide hardship exemptions from the penalty to people in states without functioning marketplaces. But it would have to be prepared to admit failure first.

Now obviously Obama shouldn't contemplate doing any of this if the site really will be working by the end of the month. But if and when it becomes clear to administration officials that it won't be ready, they'll need to announce the failure and the workaround more or less simultaneously. The absence of a plan B would create a vacuum for congressional saboteurs, and Democrats would probably get sucked into it. Opposing all proposed solutions won't be sustainable. And at that point Obama would have to entertain the prospect of allowing Republicans to inflict lasting damage upon his signature achievement."
Jan 13 2014,Accenture to Take Over Fixing HealthCare.gov Website,Wall Street Journal (News),center,http://online.wsj.com/news/articles/SB10001424052702303819704579316944287311118?mod=WSJ_Election_LEFTTopStories,Failed to retrieve text: Article `download()` failed with 404 Client Error: Not Found for url: http://online.wsj.com/news/articles/SB10001424052702303819704579316944287311118?mod=WSJ_Election_LEFTTopStories on URL http://online.wsj.com/news/articles/SB10001424052702303819704579316944287311118?mod=WSJ_Election_LEFTTopStories
