Date,Title,Bias Rating
Mar 14 2022,"Protester storms live Russian news broadcast yelling, ‘stop the war!’",right
Nov 14 2022,The culture wars are pushing some teachers to leave the classroom,left
Jun 06 2019,When War Was the Answer,right
Jan 15 2024,Bringing Americans together with MLK’s dream,center
Feb 21 2023,East Palestine mayor: Biden Ukraine visit ‘biggest slap in the face’,center
Mar 25 2022,How AllSides is Helping Amid Russia's Invasion of Ukraine,center
Aug 01 2023,"Hunter Biden ‘Called DC’ To Get Ukraine Prosecutor Fired for Burisma, His Ex-Business Partner Reportedly Testifies",right
Jan 24 2024,Families of hostages storm Israeli parliament meeting,left
May 16 2019,Trade War With China,not rated
Jan 23 2024,Trump has long promised a 'beautiful' wall. Now he's pledging 'the greatest dome ever.',left
Jun 15 2023,Possible World War II-era rocket found buried near Lake County home,left
Aug 07 2021,A Cycle of War Crimes: Today’s Crisis in Afghanistan Grew Out of 20 Years of U.S. War,left
Oct 05 2022,Putin formalizes annexation claims even as Ukraine forces Russian forces to retreat,left
Feb 15 2020,Trump Isn’t Waging a War on Poverty. He’s Waging a War on Poor People.,left
Jan 20 2024,"Is the southern border secure? 'No, it's not,' President Biden says",left
Mar 21 2022,Ukraine rejects Kremlin’s call to surrender Mariupol amid intense street fighting,left
Mar 09 2022,Russians flee Putin's crackdown as Ukraine invasion reshapes Moscow's future,left
Jul 22 2023,"Tony Bennett liberated concentration camp while serving in WWII, described war as 'front-row seat in hell'",right
Dec 18 2023,New app empowers anonymous reporting of human trafficking,center
Jul 12 2023,Ukraine Invasion Day 505: more bilateral defense agreements during 2nd day of NATO summit,left
Sep 29 2022,Russia to formally annex four more areas of Ukraine,center
Jun 24 2023,Wagner chief says he ordered his Russian mercenaries to halt march on Moscow and return to Ukraine,left
Jan 14 2024,American Citizen Dies in Ukrainian Custody. Here's Who His Father Is Blaming.,right
Jun 25 2023,Antony Blinken: Wagner Rebellion Shows How Far Russia Has Fallen Since Invading Ukraine,right
Feb 14 2023,Suspected Iranian Weapons Seized by U.S. Navy May Go to Ukraine,center
Sep 07 2019,Ukraine and Russia exchange prisoners in landmark deal,center
Sep 16 2022,Putin Won't Change War Strategy Despite Falling Short Of Own Goals,center
Apr 09 2021,Myanmar Is on the Precipice of Civil War,center
Jan 09 2024,Blinken delivers Arab message to Israel: Acceptance requires Palestinian state,right
Jun 01 2022,"Ukraine Troops Retreating in Donbas Have a Plan, Luhansk Governor Says",center
Jan 26 2022,Why Germany’s Ukraine Approach Differs From Western Allies’,center
Mar 07 2023,New York Republicans go to all-out war against Santos,left
Dec 14 2022,"U.S. Poised to Send Patriot Missiles to Ukraine, Officials Say",left
Dec 14 2022,US considers sending Patriot missile defense system to Ukraine,right
Mar 28 2023,Russian Whistleblower Says Female Medics Are Being Used as Sex Slaves in Ukraine,left
Mar 14 2022,Live Updates: Russia and Ukraine Hold Talks After Bloody Weekend,left
Jan 12 2024,Israel Defends Itself At UN's Top Court Against Allegations Of Genocide,left
Jul 19 2023,Kremlin Says Vladimir Putin Won’t Attend South Africa Summit Due to Threat of War Crimes Arrest,right
Nov 14 2022,"President Biden, Xi Jinping Underscore Opposition to Use of Nuclear Weapons in Ukraine",center
Mar 03 2022,Retailers start to warn of business impact from Russia’s invasion of Ukraine,center
Jan 19 2024,Readers Rejoice: Texas Book-Ban Law Found 'Unconstitutional' by Appeals Court,not-yet-rated
Jan 09 2023,Opinion  What the right’s war on ‘wokeness’ in the military is really about,left
Jan 06 2023,Ethiopia and Tigray Forces Agree to Truce in Calamitous Civil War,left
Feb 07 2023,Putin's Ally Confirms His 'Intention' To Invade Poland After Ukraine,center
Jan 18 2024,Surrender: Blinken Tells Netanyahu Israel Can’t Defeat Hamas,right
Sep 14 2022,Ukraine aid is working and Russia’s invasion is losing ground,right
Feb 20 2023,"Biden’s Ukraine Visit Is A ‘Slap In The Face’ To Residents Of Town Near Toxic Train Wreck, GOP Rep Says",right
Dec 09 2018,Trump's War on Trade,right
Dec 06 2018,Trump's War on Trade,right
Dec 09 2022,"Nothing is impossible for God, not even peace in Ukraine, pope says",center
Feb 27 2023,Israeli legal experts to AG: Investigate Smotrich for 'inducing war crimes',left
Aug 19 2022,Ukraine fears Russian false-flag attack at nuclear power plant: report,right
Jun 07 2023,Outcast Motorcycle gang shooting: Georgia prosecutors charge 16 bikers violent in turf war,right
Aug 14 2023,"Tensions rise on Korean peninsula as US announces major war games, Kim Jong Un orders increase in munitions production",right
Mar 01 2022,Russian invasion of Ukraine forces Europe to redefine its future,center
Jan 18 2024,Biden Admin Shifts the Goal Posts on Yemen Strikes,right
Oct 16 2022,Gunmen Kill 11 at Russian Army Base in New Blow to Moscow's Ukraine Campaign,right
Feb 25 2022,Biden Ends Russian Arms Control Talks Amid Ukraine Invasion,center
Jan 23 2024,Israel Suffers Biggest Daily Loss of Soldiers Since Conflict Began,center
Apr 29 2022,Former US Marine killed fighting for Ukraine,right
Mar 17 2022,World Plans Next Steps in Russia-Ukraine Conflict,not rated
Mar 29 2022,Consumer Confidence Weakens Further as Bidenflation and War Crush Hope,right
May 24 2023,U.S. distances itself from pro-Ukraine incursion into Russia that involved American military vehicles,left
Apr 07 2022,"Ukraine calls for ‘weapons, weapons, weapons’ from western allies",left
Jan 01 2023,Making a New Year's Resolution? Don't Go to War With Yourself,left
Apr 06 2023,US Border Patrol waging war on cartels with migrant ‘stash house’ busts,right
Nov 30 2022,"In Ukraine, seeing World Cup, playing soccer pose challenges",left
Jan 17 2024,Biden administration declares that Yemen's Houthis are officially terrorists—again,center
Jul 14 2020,Ukraine: Independent Journalist Threatened,center
Feb 12 2022,"'Nothing More Grotesque Than a Media Pushing for War,' Says Edward Snowden",left
Nov 29 2022,"NATO renews membership vow to Ukraine, pledges arms and aid",left
Sep 12 2022,Russia withdraws from key areas in Ukraine's east after surprise offensive,left
Mar 19 2022,Europe’s Green Energy Policies Bought Russia’s War Machine,right
Jan 17 2024,Harsh Israeli rhetoric against Palestinians becomes central to South Africa's genocide case,left
Jan 20 2024,EU chief says Israel was responsible for Hamas' surge to power in Gaza: 'Financed by the government',right
Jan 17 2024,Lawmaker wants to change Kentucky’s incest laws,center
Jan 10 2024,"‘A Straight Political Hit Job’: South Africa Accusing Israel of Genocide Absurd, Rabbi Says",right
Mar 27 2022,Pope Francis pleads for world to erase war before it erases human history,right
Jun 02 2023,House China Chief: United States Deep into ‘New Cold War’ with Chinese Communist Party,right
Jan 17 2024,US redesignates Yemen’s Houthis a ‘global terrorist’ group,left
May 24 2022,Russia launches all-out assault to encircle Ukraine troops in east,center
Feb 08 2022,"Ukraine’s Zelensky Wants to Fend Off Russia—And America, Too",center
Feb 20 2023,"First in war, first in peace, and first in the hearts of his fellow countrymen",right
Aug 29 2022,Ukraine’s Strikes Are Setting the Stage for a Rough Russian Winter,center
Dec 09 2021,Ukraine Commanders Say a Russian Invasion Would Overwhelm Them,left
Jun 25 2023,"‘It sounded like war’: 3 dead, 5 injured after shooting at 57th and Prospect in Kansas City",center
Apr 15 2022,Russia warns U.S. to stop arming Ukraine,left
Jul 30 2014,Barack Obama: 'Not a new Cold War',left
Jul 29 2014,Barack Obama: 'Not a new Cold War',left
May 22 2023,‘They Destroyed Everything’: Ukraine Loses Control of Bakhmut after Inflicting Heavy Losses on Russia,right
Aug 26 2022,"With Military Attacks and Mockery, Ukraine Pokes the Russian Bear",left
Dec 22 2020,The Great Covid Class War,center
Mar 22 2022,"Biden says Putin could use chemical, biological weapons in Ukraine",center
Jun 02 2023,Classified Pentagon 'war plans' document Trump bragged about in audio recording is missing: report,left
Apr 02 2023,Russian war blogger killed in huge explosion at St. Petersburg cafe ...,left
Jan 22 2024,Search ends for Navy SEALs lost at sea on mission to seize Iranian arms,left
Apr 19 2022,"Biden 'Should Come to See' the Situation in Ukraine, President Zelenskyy Says",left
Dec 06 2023,"Vivek Ramaswamy Stuns Nikki Haley, Steals Show in Fourth GOP Presidential Debate",right
Jan 11 2024,Why Taiwan's Elections Could Change the World,center
Jun 11 2023,Ukraine live briefing: Kyiv claims gains in counteroffensive; U.S. musician arrested on drug charges in Russia,left
Jan 17 2024,Raptors Pistons Basketball,not-yet-rated
Jan 17 2024,U.S. Puts Houthis Rebels Back on List of Global Terrorists,left
Aug 19 2022,Ukraine's Crimean fightback having 'psychological impact' on Russia,center
May 29 2023,"On Memorial Day, a Rochester man recalls his dad's World War II service and sacrifice",center
Apr 17 2023,Egypt sends shells for Ukraine after stopping rockets for Russia: new US leak,right
Jan 22 2023,"McCaul, Leading Lawmakers Urge Biden to Send Abrams Tanks to Ukraine",right
Jan 24 2023,White House ‘leaning’ toward sending Abrams tanks to Ukraine : report,right
Mar 03 2018,The Political Equivalent of War?,right
Jan 20 2024,Families say return of hostages should come before destroying Hamas,left
Jan 16 2024,Right-wing Sinclair owner buys Baltimore Sun,left
Mar 30 2023,War over the corporate kingdom: DeSantis' new board spars for control with Disney,right
May 03 2023,Fed hikes rates one more time as war on inflation enters new phase,left
Jan 20 2023,DC should send Ukraine M1 Abrams tanks and lead by example,right
Dec 28 2023,2023 Was a Wash. 2024 Could Be Historic,right
Mar 08 2023,"Russia unleashes massive missile barrage on cities across Ukraine, officials say",center
Jul 10 2023,Tennessee’s War on Trans People: Court OKs Ban on Gender-Affirming Care as AG Demands Medical Records,left
Jan 09 2024,Blinken Pushes Palestinian State in Visit with Israeli Leaders,right
Feb 24 2022,Russians Now See a New Side to Putin: Dragging Them Into War,left
Jan 16 2024,Fargo Air Museum unveils to exhibit featuring ND Air National Guard,center
Nov 17 2021,A New Twist on the School Board Wars,left
Jan 16 2024,US Supreme Court snubs fight over transgender student bathroom access,center
Apr 17 2023,"Egypt nearly supplied rockets to Russia, agreed to arm Ukraine instead, leak shows",left
Jan 19 2024,America's economic mood is improving fast: survey,left
Dec 05 2022,U.S. Altered Himars Rocket Launchers to Keep Ukraine From Firing Missiles Into Russia,center
May 01 2023,A Look at Why JPMorgan Came in As First Republic’s New Owner After Bidding War,left
Aug 10 2022,China calls U.S. 'main instigator' of Ukraine crisis,center
Apr 29 2023,"California School District Approves Curriculum Accusing Israel Of ‘Ethnic Cleansing,’ ‘War Crimes’",right
Oct 30 2021,Can Halloween survive the war on holidays?,center
Nov 11 2022,Street Parties Underway as Ukraine Liberates Key City of Kherson,left
Nov 11 2022,Ukraine celebrates as troops enter Kherson after Russian retreat,left
Jun 07 2023,"Hundreds of thousands of people in Ukraine could lose access to drinking water after ""barbaric"" dam attack",left
Jan 16 2024,"U.S. condemns Iran's ""reckless missile strikes"" near new American consulate in Erbil, northern Iraq",left
Jan 16 2024,CT-Owned Ship Hit By Missile From Houthi Rebels: Report,center
Nov 10 2022,"In Kherson, Hidden Dangers Likely Await Advancing Ukraine Forces",center
Jun 27 2023,"‘Highly Likely’ Ukraine Recaptured Territories Lost to Russia as Far Back as 2014, U.K. Defense Ministry Says",right
Jun 06 2023,Ukraine must make 'major concessions' to Russia so US can focus on China: Vivek Ramaswamy,left
Mar 25 2023,Recent Airstrikes Are Our Periodic Reminder That We're Fighting a War in Syria,right
Mar 16 2022,Zelensky Presses Congress for More Aid for Ukraine,center
Jan 21 2022,"U.S., Russia Agree to Keep Negotiating to Defuse Ukraine Crisis",center
Mar 22 2023,‘War room’ mentality pervades Mar-a-Lago with possible Trump indictment looming,left
Dec 07 2022,A UN biodiversity convention aims to slow humanity's 'war with nature',left
May 11 2023,U.K. giving Ukraine long-range cruise missiles ahead of counteroffensive against Russia's invasion,left
Aug 01 2022,U.S. Announces Another $550M In Ukraine Military Aid,center
Jan 16 2024,Former Auburn quarterback Robby Ashford expected to transfer to South Carolina,center
Apr 10 2023,"Ukraine May Run Out of Air Defenses by May, Leaked Pentagon Documents Warn",center
Jul 06 2023,"4th of July chaos: Videos show 'war zone' erupt in Minneapolis as police, residents attacked with fireworks",right
Jan 15 2024,Cerro Gordo county declares Trump winner of Iowa caucus,center
Jan 15 2024,"The biggest moments of the 2024 Emmy Awards, from Christina Applegate to Kieran Culkin",left
Jan 16 2024,"Nolte: Far-Left ABC Cancels Debate After Trump, Haley Refuse to Participate",right
Jan 12 2024,Ukrainian trucker involved in deadly NH motorcycle crash wants license back while awaiting deportation,left
Mar 03 2022,NATO And EU Will NOT Transfer Fighter Jets To Ukraine,left
Jun 15 2023,Bomb squad removes World War II-era anti-tank rocket unearthed near Antioch,center
Jun 15 2023,Homeowner finds possible World War II rocket while doing yard work in Lake County,center
Apr 24 2023,Kansas has new anti-ESG law amid raft of culture war vetoes,not-yet-rated
Apr 24 2023,Kansas has new anti-ESG law amid raft of culture war vetoes,left
Apr 24 2023,Kansas Has New Anti-ESG Law Amid Raft of Culture War Vetoes,left
Jan 31 2024,Facts vs Myths: Was Hunter Biden’s Laptop Russian Disinformation?,right
Mar 02 2022,"On Ukraine, Congress rediscovers bipartisan spirit – for now",center
Feb 27 2022,Ukraine battles Russian forces: LIVE UPDATES,right
Apr 25 2022,Joe Biden Wants More Defense Contractors to Fight the New Cold War,center
Feb 28 2022,Ukraine tests China’s ‘limitless’ friendship with Russia,center
Jul 11 2023,"Ukraine's wait for NATO membership -- and Zelensky's frustration -- loom over final day of summit, meeting with Biden",left
Apr 23 2023,President Biden calls civil war in Sudan 'unconscionable' as US Embassy personnel evacuate,right
Feb 24 2022,World leaders react to Ukraine-Russia invasion,right
Feb 23 2022,US public not blameless in Russia-Ukraine conflict,center
Sep 13 2022,"Ukraine pushes to retake all land from Russia, calls for Western arms",center
Feb 23 2022,Trump Thinks Putin Is a ‘Genius’ for Invading Ukraine,left
Jan 30 2023,Trump unveils new education policy loaded with culture war proposals,left
Feb 23 2022,"Yes, Biden deserves blame for imperiling Ukraine",right
Nov 07 2019,Sondland Revises Ukraine Testimony,not rated
May 05 2022,"U.S. Intelligence Is Helping Ukraine Kill Russian Generals, Officials Say",left
Jan 15 2024,Bostonians remember Martin Luther King Jr.’s legacy,left
Sep 06 2022,Trust in teachers is plunging amid a culture war in education,left
Jan 05 2024,Haley on Slavery Gaffe: 'I Had Black Friends Growing Up',right
Feb 15 2022,Biden to address Ukraine situation Tuesday afternoon,left
Jun 11 2023,Statue of Revolutionary War Hero Removed from City Hall - Flags on Building Show Their True Allegiance,not-yet-rated
Jan 15 2024,Biden rakes in $97 million in fourth-quarter haul,left
Feb 20 2022,"Russia Is Spreading Garbage Information, And Then It Might Use That Garbage Information To Justify Starting A War",left
Jul 09 2023,"UK PM Sunak, Spain warn against Biden's decision to send cluster munitions to Ukraine ahead of NATO summit",right
Jan 22 2024,Ron DeSantis got the Republican Party wrong,left
Oct 12 2022,"Deadly missile strikes likely an opening salvo by Putin's new Ukraine commander, ""General Armageddon""",left
Oct 15 2014,When Misguided Cops Turn The War On Weed Into A War On Growing Things,left
Sep 22 2021,Can there be a winner in the school culture wars?,center
Jan 12 2024,Israel Tells UN Top Court Genocide Case 'Profoundly Distorted',center
Jun 12 2023,Fox News Reportedly Escalates War with Tucker Carlson - His Attorney Just Released a Blistering Statement,not-yet-rated
Feb 22 2023,Rep. Keith Self discusses meeting Ukraine's president as part of congressional delegation,left
Oct 07 2019,Hunter Biden's Ukraine Dealings,not rated
Jul 06 2017,Trump's War with the Media,right
May 04 2023,Russia claims U.S. planned alleged drone attack on Kremlin as Ukraine's civilians suffer the retaliation,left
Dec 28 2023,What Does 2024 Have in Store?,not rated
Nov 03 2022,Biden’s war on ‘disinformation’ ramps up as GOP accuses officials of playing politics with the truth,right
Sep 17 2021,The Culture War Over ‘Pregnant People’,left
Feb 07 2022,Ukraine crisis talks move to Moscow and Washington,left
Jan 14 2024,U.S. fighter shoots down Houthi missile fired from Yemen at Navy warship in Red Sea,center
Oct 21 2022,US and Russian defence ministers discuss Ukraine in rare talks,center
Jul 12 2022,Ukraine reports striking Russian ammunition depot in south,left
Jul 07 2023,Ukraine live briefing: Biden defends cluster munitions decision; Erdogan expresses support for Kyiv’s bid to join NATO,left
Jan 14 2024,"Pro-Hamas protestors breach White House walls, no arrests: So much for 'our democracy'",right
Jan 15 2024,The Iowa Caucus is here,left
Jan 16 2024,New Country Joins Escalating Mideast Conflict with its First Missile Strikes,left
Jun 10 2020,The war of the statues is a battle for freedom,right
Jan 10 2024,"South Africa Accuses Israel of Genocide in Gaza, US Dismisses Charges as ‘Meritless’",right
Feb 20 2023,Biden makes surprise visit to Ukraine as first anniversary of Russian invasion nears,left
Feb 01 2022,Putin Accuses U.S. of Stoking Conflict in Ukraine,right
Jun 09 2020,Our Civil War of Stupidity,right
Jun 03 2020,Culture War Back To The Future,right
Jan 17 2024,"As famine looms in Gaza, aid delivery remains difficult and dangerous",left
Feb 27 2022,PICS: Heavy Fighting as Russian Forces Battle for Control of Ukraine’s Second City,right
Jan 02 2024,Israeli Supreme Court strikes down Bibi's controversial judicial overhaul law,left
Dec 27 2022,Moscow's Ultimatum: Ukraine Fulfils Its Proposals Or Russian Army Will Decide,center
Jan 24 2022,Would Putin Really Invade Ukraine For This?,left
Jan 13 2024,Thousands arrive in DC for 'March on Washington for Gaza',right
Oct 10 2022,Russia unleashes deadly strikes on cities across Ukraine after Crimea bridge attack,left
Nov 16 2022,Dan Crenshaw to Introduce Bill ‘Declaring War’ on Drug Cartels,right
Apr 13 2022,"Some 1,000 Ukraine marines surrender in Mariupol, says Russia",center
Jan 14 2024,Sen. Rand Paul: 'Count Me in as #NeverNikki!',right
Jan 22 2022,Why Russia's Ukraine aggression matters to Americans,left
Jun 08 2023,"'I still hate LIV': Golf's civil war is over, but how will pro golfers move on?",left
May 19 2020,The Phony Coronavirus Class War,left
Oct 14 2022,Pentagon in talks with Musk and Space X over Starlink access in Ukraine,right
Aug 15 2021,Taliban Spokesman: The War Is Over in Afghanistan,right
Jan 22 2022,Biden's remarks on Russia should worry Ukraine,center
Jan 16 2024,US seized Iranian missile parts headed for the Houthi rebels after SEALs went missing,right
Jun 30 2022,Ukraine wins back control over Snake Island,left
Jun 30 2022,Ukraine pushes Russia out of strategic Snake Island,center
Aug 19 2021,Back to Square One in the War on Terror,right
Jan 10 2024,"Haley, DeSantis Trade Punches While Battling for Second Place in Iowa",left
Sep 22 2022,"Russia's military divided as Putin struggles to deal with Ukraine's counteroffensive, US sources say",left
Mar 14 2022,"Russia-Ukraine: Zelenskyy to deliver virtual address to Congress Wednesday, Pelosi and Schumer say",right
Dec 21 2023,Did Zelensky Buy $20 Million Mansion in Florida?,center
Nov 18 2015,OPINION: The real war,right
Nov 14 2015,‘An act of war’,left
Apr 21 2022,Biden announces new $800 million round of military aid to Ukraine,left
Jan 17 2023,Democrats’ Climate Bill Sparks Potential Green Trade War With Europe,right
Jan 13 2024,BREAKING: Pro-Palestinian mob tried to breach White House security fence amid ‘March for Gaza’,right
Aug 28 2022,"Russian rockets hit cities near Ukraine nuclear plant, raising fears of catastrophe",right
Feb 14 2023,"Ukraine killing nearly 1,000 Russian troops every day, eliminates 5,000 in single battle",right
Jan 18 2024,"Pakistan fires retaliatory strike at Iran, stoking regional tension",center
Jan 29 2024,When Immigration Becomes the Most Important Issue in America,center
May 12 2022,UN Human Rights Council votes to start war crimes probe in Kyiv,left
Mar 28 2022,Ukraine and Russia Prepare for Talks in Turkey as Russian Missiles Hit Cities,center
Jan 13 2024,"Attack on Yemen exposes hypocrisy of Biden and Blinken's ""rules-based order""",left
Oct 06 2021,'A war scare'? US-China tensions flare over Taiwan as some fear cold war – or worse,left
Jan 10 2024,"Nikki Haley, Ron DeSantis try to knock each other out in last debate before Iowa caucuses",right
May 17 2022,"The staggering amount of US military aid to Ukraine, explained in one chart",left
Jul 26 2021,America’s Class War Over Abortion,right
Apr 14 2022,Ukraine Claims It Badly Damaged A Major Russian Warship In The Black Sea,right
Dec 16 2022,Ukraine's second city Kharkiv without power after Russian strikes,center
May 27 2015,Inside the war on coal,left
Jan 14 2024,Pro-Russia American Blogger Gonzalo Lira Reportedly Dies In Ukrainian Prison,right
Dec 15 2022,Top 5 reasons America must support Ukraine and help it defeat Russia,right
Jan 14 2024,This week in West Virginia history,not-yet-rated
Jul 17 2023,"Tucker Demolishes Chris Christie After Disgraced Former Governor Tells ABC ""News"" that Tucker Is ""Wrong"" for Opposing Ukraine Aid",right
Oct 14 2022,Elon Musk Hints He's Pulling Starlink After Ukraine Told Him to 'F*** Off',center
Mar 21 2023,US to send Patriot missile systems and tanks to Ukraine faster than originally planned,left
Dec 14 2022,US Officials: US Preparing to Send Patriot Defense System to Ukraine,center
Jan 12 2024,‘Self-defence’: Israel rejects accusations of genocide at ICJ hearing,left
Mar 29 2022,Face-to-Face Talks Resume With ‘Fresh Hope for Peace’ in Ukraine,right
Feb 22 2022,Germany blocks opening of pipeline as West responds to Russian moves in Ukraine,center
Jan 13 2024,"Taiwan elects pro-sovereignty president, despite opposition by China",center
Apr 25 2023,"In Letter To Putin, UN Chief Proposes Way Forward On Ukraine Black Sea Grain Deal",center
Dec 13 2022,US finalizing plans to send Patriot missile defense system to Ukraine,left
Jan 19 2024,The Iran-Pakistan strikes aren’t about Gaza. They’re still alarming.,left
Jan 12 2024,Israel blasts allegations of genocide against Palestinians at top U.N. court hearing,left
Jun 22 2023,The FTC thinks cancelling an Amazon Prime subscription should feel easier than fighting a 10-year war,center
Dec 30 2023,Poland Says Russian Missile Briefly Entered Its Airspace,left
Mar 13 2022,Infamous Russian Troll Farm Appears to Be Source of Anti-Ukraine Propaganda,left
Jan 15 2020,War Powers Resolution Vote,not rated
Mar 25 2021,No war but the culture war: Why right-wing media can’t stop finding things to be outraged over,left
Sep 26 2022,‘Huge problem’: Iranian drones pose new threat to Ukraine,left
May 19 2023,Pentagon Can Send Additional Military Aid To Ukraine After Spotting $3 Billion Accounting Error,center
Nov 27 2021,Why Russia’s troop surge near Ukraine may really be a message to the West,center
Dec 09 2022,Ukraine is calling for a boycott of 'The Nutcracker.' Ballet companies aren't budging,left
Jan 13 2024,"China's ""destroyer of peace"" wins Taiwan election",center
Jun 17 2022,'They're like our nerd warriors': How the Treasury Department is waging economic war on Russia,left
May 04 2023,"For May the 4th, Carrie Fisher of 'Star Wars' is getting a Hollywood Walk of Fame star",left
Jan 12 2024,The Take: Why South Africa is suing Israel for genocide in Gaza,left
Sep 23 2022,Moscow-held regions of Ukraine in ‘sham’ vote to join Russia,right
May 05 2022,"Live Blog: Tracking Ukraine Fact Checking, Misinformation and Fake News",not rated
Jan 15 2024,The Big Lie Is the South’s New Lost Cause,left
Jan 13 2024,Brad Pillow,center
Dec 10 2019,President Trump’s war on the poor,left
Jan 10 2024,Israel prepares to defend itself in court against South Africa’s genocide accusations,left
Dec 11 2019,Is it Jaw-Jaw or War With Iran?,right
Aug 01 2022,1st grain shipment leaves Ukraine after months of Russian blockade,left
Dec 07 2021,Biden to Warn Putin Off Invasion of Ukraine,center
Mar 16 2023,"Poland to transfer MiG jets to Ukraine, becoming first NATO member to supply warplanes",right
Jan 10 2024,Hunter Biden walks out on Marjorie Taylor Greene,center
Jan 16 2024,"Iran says Revolutionary Guards attack Israel's 'spy HQ' in Iraq, vow more revenge",center
Oct 24 2014,The War on Teacher Tenure,left
Feb 21 2023,Trial of Mexico’s Former Top Cop Neglected U.S. Role in War on Drugs,left
Aug 11 2022,Ukraine Claims 9 Russian Military Planes Destroyed In Blasts; Zelensky Calls For Liberation Of Crimea,center
Oct 03 2014,Obamacare's War on Women,right
Jan 18 2024,"Iran-Pakistan flare-up rooted in restive borderlands, not Mideast strife",center
Dec 09 2019,The trade war is kind of working,left
Jan 12 2024,"With Genocide Case Against Israel, South Africa Challenges Western-led Order",left
Dec 01 2021,Biden Must Counter Putin’s Ukraine Threat,right
Jan 12 2024,Israel Presents Defense Against Claims of Genocide,right
Jan 05 2024,‘The View’ Shreds Nikki Haley’s ‘Black Friends’ Defense: ‘Tokenism to the Extreme’,left
Jan 17 2024,"Trump's rise sparks isolationist worries abroad, but voters unfazed",center
Jan 11 2024,South Africa Asks UN Court to Order Israel to End Gaza Strikes,left
Mar 14 2022,"Ukraine Warns of Terror Plot Against Chernobyl Power Plant, Experts Skeptical",left
Mar 21 2022,Russia may not stop with Ukraine – NATO looks to its weakest link,center
Jan 11 2024,South Africa accuses Israel of committing genocide against Palestinians as landmark case begins,center
Nov 26 2023,"Blinken to attend NATO ministerial meeting on Russia, Balkans - US State Dept",center
Sep 14 2022,Rapid loss of territory in Ukraine reveals spent Russian military,left
Dec 01 2022,Gas prices are now lower than before Russia's invasion of Ukraine,left
Jan 11 2024,"Drought Touches a Quarter of Humanity, U.N. Says, Disrupting Lives Globally",left
Sep 15 2022,Putin thanks China’s Xi for his ‘balanced’ stand on Ukraine,left
Jan 12 2024,Israel to present its defense against genocide claims on second day of ICJ hearings,center
Jan 16 2024,"No more going wobbly in climate fight, Trump supporters vow",left
Mar 01 2022,Ukraine cities face intense shelling as Russian convoy closes in on Kyiv,left
May 19 2022,Senate passes $40 billion Ukraine aid package,center
Feb 14 2014,Obamacare's war on jobs,right
Jan 05 2024,Blinken Returns to Middle East as Tensions Grow With Israel,left
Jan 11 2024,Marcus Stroman’s Yankees price was right for wrong reasons,right
May 19 2022,Congress approves $40 billion aid package for Ukraine,left
Nov 29 2022,Air raid sirens blare in Ukraine as NATO meets to promise aid,center
Jan 10 2024,Top UN court opens hearings on South Africa's allegation that Israel is committing genocide in Gaza,center
Jan 10 2024,Top UN court opens hearings on South Africa's allegation that Israel is committing genocide in Gaza,center
Jan 10 2024,Top UN court opens hearings on South Africa’s allegation that Israel is committing genocide in Gaza,center
Jan 10 2024,Top UN court opens hearings on South Africa’s allegation that Israel is committing genocide in Gaza,center
Jan 10 2024,Top UN court opens hearings on South Africa's allegation that Israel is committing genocide in Gaza,not-yet-rated
Mar 07 2022,"Fighting Russia in Ukraine sadly appeals to racist, far-right extremists",left
Mar 26 2022,'Ukrainian Blood on Their Hands': Analysis Details How Big Oil Funded Putin's War Chest,left
May 09 2021,The Anti-War Origins of Mother’s Day,left
Jan 11 2024,UN court hears Israel genocide allegation,center
Mar 06 2022,Putin tells Ukraine to stop fighting amid new ceasefire calls,center
Jan 24 2023,"US finalizing plans to send Abrams tanks to Ukraine, US officials say",left
Nov 29 2023,"Biden skewers Trump, Boebert, and 'extreme MAGA movement' in Colorado",right
Mar 23 2022,Biden heads to Europe amid pressure to ramp up support for Ukraine,left
Jul 03 2023,"DeSantis War Room posts anti-gay, anti-Trump ad so awful it's got to be self-parody",left
Mar 23 2022,'Real threat': Biden sounds alarm on Russian chemical attacks in Ukraine,right
Mar 15 2013,Codify the drone war,right
Jan 11 2024,South Africa presentation on ‘genocidal intent’ highlights problem for Israel in Hague case,center
Sep 19 2019,Trump’s Total Culture War,right
May 11 2022,House passes $40 billion Ukraine aid bill,left
Jan 09 2024,US top diplomat urges Israel to avoid harming civilians in Gaza,center
Jan 15 2024,"European nations pass on US-led response to Houthis' Red Sea aggression, putting NATO into question",right
Sep 06 2022,Ukraine hints at 'great news' of new military success in east,center
Mar 17 2022,Biden announces fresh aid to Ukraine but stops short of Zelenskyy's demands,left
Mar 08 2022,"Biden on Russian oil import ban: ""We will not be part of subsidizing Putin's war""",left
Jan 20 2023,A meeting of Ukraine’s allies ends with no consensus on sending Kyiv more Western tanks.,left
Apr 23 2021,Why Is Trump Going to War Here?,left
May 05 2022,We Visited an Abandoned Russian Artillery Post in Ukraine,left
Jul 02 2022,Dems meddle in Trump-Hogan proxy war in Maryland,left
May 06 2022,"U.S. intel helped Ukraine sink Russian flagship Moskva, officials say",left
Jan 11 2024,Palestinian viewers are captivated and moved by case at UN's top court accusing Israel of genocide,left
Mar 23 2023,"Leaked Emails Show GOP Lawmaker, Anti-Trans Activists Discuss Holy War",left
Jan 11 2024,A top U.N. court opens hearings on genocide charges against Israel,left
